description,developer,format,genre,link,name,path,players,publisher,releasedate,size
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sengoku%20Tenka%20Touitsu%20%28Japan%29%20%28v1.01%29.iso?download=true,Sengoku Tenka Touitsu (Japan) (v1.01).iso,Sengoku Tenka Touitsu (Japan) (v1.01).iso,,,,223 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shanghai%20%28Japan%29.iso?download=true,Shanghai (Japan).iso,Shanghai (Japan).iso,,,,93 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shichida%20Shiki%20Training%20-%20Unou%20Tanren%20Unotan%20Portable%20%28Japan%29.iso?download=true,Shichida Shiki Training - Unou Tanren Unotan Portable (Japan).iso,Shichida Shiki Training - Unou Tanren Unotan Portable (Japan).iso,,,,48 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shin%20Sangoku%20Musou%20%28Japan%2C%20Asia%29.iso?download=true,"Shin Sangoku Musou (Japan, Asia).iso","Shin Sangoku Musou (Japan, Asia).iso",,,,200 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shin%20Seiki%20Evangelion%20-%20Battle%20Orchestra%20Portable%20%28Asia%29.iso?download=true,Shin Seiki Evangelion - Battle Orchestra Portable (Asia).iso,Shin Seiki Evangelion - Battle Orchestra Portable (Asia).iso,,,,504 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shin%20Seiki%20GPX%20Cyber%20Formula%20VS%20%28Japan%29.iso?download=true,Shin Seiki GPX Cyber Formula VS (Japan).iso,Shin Seiki GPX Cyber Formula VS (Japan).iso,,,,208 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shining%20Blade%20%28Japan%29.iso?download=true,Shining Blade (Japan).iso,Shining Blade (Japan).iso,,,,1.01 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shinki%20Gensou%20-%20SSII%20Unlimited%20Side%20%28Japan%2C%20Asia%29.iso?download=true,"Shinki Gensou - SSII Unlimited Side (Japan, Asia).iso","Shinki Gensou - SSII Unlimited Side (Japan, Asia).iso",,,,1.70 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shinobido%20-%20Tales%20of%20the%20Ninja%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso?download=true,"Shinobido - Tales of the Ninja (Europe) (En,Fr,De,Es,It).iso","Shinobido - Tales of the Ninja (Europe) (En,Fr,De,Es,It).iso",,,,506 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shougi%20ga%20Tsuyokunaru%20-%20Gekisashi%20-%20Jouseki%20Doujou%20%28Japan%29.iso?download=true,Shougi ga Tsuyokunaru - Gekisashi - Jouseki Doujou (Japan).iso,Shougi ga Tsuyokunaru - Gekisashi - Jouseki Doujou (Japan).iso,,,,169 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Shutokou%20Battle%20%28Japan%29.iso?download=true,Shutokou Battle (Japan).iso,Shutokou Battle (Japan).iso,,,,447 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Silent%20Hill%20-%20Shattered%20Memories.7z?download=true,Silent Hill - Shattered Memories,Silent Hill - Shattered Memories.7z,,,,695 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Silent%20Hill%20Origins.7z?download=true,Silent Hill Origins,Silent Hill Origins.7z,,,,669 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Silhwang%20Powerful%20Pro%20Yagu%202010%20%28Korea%29.iso?download=true,Silhwang Powerful Pro Yagu 2010 (Korea).iso,Silhwang Powerful Pro Yagu 2010 (Korea).iso,,,,1.62 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Silverfall%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%29.iso?download=true,"Silverfall (Europe) (En,Fr,De,Es).iso","Silverfall (Europe) (En,Fr,De,Es).iso",,,,873 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202000%20Series%20Portable%21%21%20Vol.%202%20-%20The%20Shougi%20%28Japan%29.iso?download=true,Simple 2000 Series Portable!! Vol. 2 - The Shougi (Japan).iso,Simple 2000 Series Portable!! Vol. 2 - The Shougi (Japan).iso,,,,155 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%201%20-%20The%20Table%20Game%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 1 - The Table Game (Japan).iso,Simple 2500 Series Portable!! Vol. 1 - The Table Game (Japan).iso,,,,88 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%2010%20-%20The%20IQ%20Cube%20-%20Moyatto%20Atama%20o%20Puzzle%20de%20Sukkiri%21%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 10 - The IQ Cube - Moyatto Atama o Puzzle de Sukkiri! (Japan).iso,Simple 2500 Series Portable!! Vol. 10 - The IQ Cube - Moyatto Atama o Puzzle de Sukkiri! (Japan).iso,,,,373 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%2012%20-%20The%20Hohei%202%20-%20Senyuu%20yo%2C%20Sakini%20Ike%20%28Japan%29.iso?download=true,"Simple 2500 Series Portable!! Vol. 12 - The Hohei 2 - Senyuu yo, Sakini Ike (Japan).iso","Simple 2500 Series Portable!! Vol. 12 - The Hohei 2 - Senyuu yo, Sakini Ike (Japan).iso",,,,871 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%2013%20-%20The%20Akuma%20Hunters%20-%20Exorsister%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 13 - The Akuma Hunters - Exorsister (Japan).iso,Simple 2500 Series Portable!! Vol. 13 - The Akuma Hunters - Exorsister (Japan).iso,,,,257 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%204%20-%20The%20Unou%20Drill%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 4 - The Unou Drill (Japan).iso,Simple 2500 Series Portable!! Vol. 4 - The Unou Drill (Japan).iso,,,,84 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%205%20-%20The%20Block%20Kuzushi%20Quest%20-%20Dragon%20Kingdom%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 5 - The Block Kuzushi Quest - Dragon Kingdom (Japan).iso,Simple 2500 Series Portable!! Vol. 5 - The Block Kuzushi Quest - Dragon Kingdom (Japan).iso,,,,90 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%206%20-%20The%20Sensha%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 6 - The Sensha (Japan).iso,Simple 2500 Series Portable!! Vol. 6 - The Sensha (Japan).iso,,,,110 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Simple%202500%20Series%20Portable%21%21%20Vol.%209%20-%20The%20My%20Taxi%20%28Japan%29.iso?download=true,Simple 2500 Series Portable!! Vol. 9 - The My Taxi (Japan).iso,Simple 2500 Series Portable!! Vol. 9 - The My Taxi (Japan).iso,,,,140 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sims%202%2C%20The%20-%20Pets%20%28USA%29.iso?download=true,"Sims 2, The - Pets (USA).iso","Sims 2, The - Pets (USA).iso",,,,1.52 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Smart%20Bomb%20%28USA%29.iso?download=true,Smart Bomb (USA).iso,Smart Bomb (USA).iso,,,,119 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/SOCOM%20-%20U.S.%20Navy%20SEALs%20Fireteam%20Bravo%202%20%5BUCUS80171%5D.7z?download=true,SOCOM - U.S. Navy SEALs Fireteam Bravo 2 [UCUS80171],SOCOM - U.S. Navy SEALs Fireteam Bravo 2 [UCUS80171].7z,,,,490 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/SOCOM%20-%20U.S.%20Navy%20SEALs%20Fireteam%20Bravo%203%20%5BUCUS98716%5D.7z?download=true,SOCOM - U.S. Navy SEALs Fireteam Bravo 3 [UCUS98716],SOCOM - U.S. Navy SEALs Fireteam Bravo 3 [UCUS98716].7z,,,,749 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/SOCOM%20-%20U.S.%20Navy%20SEALs%20Fireteam%20Bravo%20%5BUCUS98615%5D.7z?download=true,SOCOM - U.S. Navy SEALs Fireteam Bravo [UCUS98615],SOCOM - U.S. Navy SEALs Fireteam Bravo [UCUS98615].7z,,,,287 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/SOCOM%20-%20U.S.%20Navy%20SEALs%20Portable%20%28Japan%29%20%28En%2CJa%29.iso?download=true,"SOCOM - U.S. Navy SEALs Portable (Japan) (En,Ja).iso","SOCOM - U.S. Navy SEALs Portable (Japan) (En,Ja).iso",,,,1.44 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/SOCOM%20U.S.%20Navy%20SEALs%20-%20Tactical%20Strike%20%5BNPUG80220%5D.7z?download=true,SOCOM U.S. Navy SEALs - Tactical Strike [NPUG80220],SOCOM U.S. Navy SEALs - Tactical Strike [NPUG80220].7z,,,,651 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Solomon%27s%20Ring%20-%20Hi%20no%20Shou%20%28Japan%29.iso?download=true,Solomon's Ring - Hi no Shou (Japan).iso,Solomon's Ring - Hi no Shou (Japan).iso,,,,353 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sony%20Computer%20Science%20Kenkyuusho%20Mogi%20Kenichirou%20Hakase%20Kanshuu%20-%20Nou%20ni%20Kaikan%20Aha%20Taiken%21%20%28Japan%29%20%28v2.01%29.iso?download=true,Sony Computer Science Kenkyuusho Mogi Kenichirou Hakase Kanshuu - Nou ni Kaikan Aha Taiken! (Japan) (v2.01).iso,Sony Computer Science Kenkyuusho Mogi Kenichirou Hakase Kanshuu - Nou ni Kaikan Aha Taiken! (Japan) (v2.01).iso,,,,304 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sorayume%20Portable%20%28Japan%29.iso?download=true,Sorayume Portable (Japan).iso,Sorayume Portable (Japan).iso,,,,1.03 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Soukyuu%20no%20Fafner%20%28Japan%29.iso?download=true,Soukyuu no Fafner (Japan).iso,Soukyuu no Fafner (Japan).iso,,,,421 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Soul%20Eater%20-%20Battle%20Resonance%20%28Japan%29.iso?download=true,Soul Eater - Battle Resonance (Japan).iso,Soul Eater - Battle Resonance (Japan).iso,,,,521 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Space%20Invaders%20-%20Galaxy%20Beat%20%28Japan%29.iso?download=true,Space Invaders - Galaxy Beat (Japan).iso,Space Invaders - Galaxy Beat (Japan).iso,,,,230 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Space%20Invaders%20Pocket%20%28Japan%29.iso?download=true,Space Invaders Pocket (Japan).iso,Space Invaders Pocket (Japan).iso,,,,93 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Spectral%20vs.%20Generation%20%28Europe%29.iso?download=true,Spectral vs. Generation (Europe).iso,Spectral vs. Generation (Europe).iso,,,,196 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Spelling%20Challenges%20and%20More%21%20%28USA%29.iso?download=true,Spelling Challenges and More! (USA).iso,Spelling Challenges and More! (USA).iso,,,,224 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Spider-Man%20-%20Friend%20or%20Foe%20%28USA%29.iso?download=true,Spider-Man - Friend or Foe (USA).iso,Spider-Man - Friend or Foe (USA).iso,,,,579 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Split-Second%20-%20Velocity%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CRu%29.iso?download=true,"Split-Second - Velocity (Europe) (En,Fr,De,Es,It,Ru).iso","Split-Second - Velocity (Europe) (En,Fr,De,Es,It,Ru).iso",,,,1.62 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/SSX%20on%20Tour%20Portable%20%28Japan%29.iso?download=true,SSX on Tour Portable (Japan).iso,SSX on Tour Portable (Japan).iso,,,,1.41 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Stacked%20with%20Daniel%20Negreanu%20%28USA%29.iso?download=true,Stacked with Daniel Negreanu (USA).iso,Stacked with Daniel Negreanu (USA).iso,,,,906 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Star%20Ocean%20-%20First%20Departure.7z?download=true,Star Ocean - First Departure,Star Ocean - First Departure.7z,,,,674 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Star%20Ocean%20Second%20Evolution%20USA.7z?download=true,Star Ocean Second Evolution USA,Star Ocean Second Evolution USA.7z,,,,867 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Star%20Soldier%20%28Japan%29%20%28En%2CJa%29.iso?download=true,"Star Soldier (Japan) (En,Ja).iso","Star Soldier (Japan) (En,Ja).iso",,,,78 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Star%20Wars%20-%20Battlefront%20II%20%28USA%29.iso?download=true,Star Wars - Battlefront II (USA).iso,Star Wars - Battlefront II (USA).iso,,,,739 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Starry%20Sky%20-%20After%20Summer%20Portable%20%28Japan%29.iso?download=true,Starry Sky - After Summer Portable (Japan).iso,Starry Sky - After Summer Portable (Japan).iso,,,,1.71 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Starry%20Sky%20-%20After%20Winter%20Portable%20-%20Etsuran%20Shite%20Please%20-%20Etsu%20Plea%202%20%28Japan%29.iso?download=true,Starry Sky - After Winter Portable - Etsuran Shite Please - Etsu Plea 2 (Japan).iso,Starry Sky - After Winter Portable - Etsuran Shite Please - Etsu Plea 2 (Japan).iso,,,,596 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Starry%20Sky%20-%20In%20Spring%20Portable%20%28Japan%29.iso?download=true,Starry Sky - In Spring Portable (Japan).iso,Starry Sky - In Spring Portable (Japan).iso,,,,746 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/StateShift%20%28Europe%29.iso?download=true,StateShift (Europe).iso,StateShift (Europe).iso,,,,211 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Steel%20Horizon%20%28USA%29.iso?download=true,Steel Horizon (USA).iso,Steel Horizon (USA).iso,,,,130 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Steins%3BGate%20%28Japan%29.iso?download=true,Steins;Gate (Japan).iso,Steins;Gate (Japan).iso,,,,1.38 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sto-Mani%20-%20Strobe-Mania%20%28Japan%29.iso?download=true,Sto-Mani - Strobe-Mania (Japan).iso,Sto-Mani - Strobe-Mania (Japan).iso,,,,1.12 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Street%20Cricket%20Champions%202%20%28India%29.iso?download=true,Street Cricket Champions 2 (India).iso,Street Cricket Champions 2 (India).iso,,,,404 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Street%20Fighter%20Zero%203%20Double%20Upper%20%28Japan%29.iso?download=true,Street Fighter Zero 3 Double Upper (Japan).iso,Street Fighter Zero 3 Double Upper (Japan).iso,,,,271 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sudoku%20%28Japan%29.iso?download=true,Sudoku (Japan).iso,Sudoku (Japan).iso,,,,51 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Summon%20Night%205%20%5BNPUH10198%5D.7z?download=true,Summon Night 5 [NPUH10198],Summon Night 5 [NPUH10198].7z,,,,222 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Super%20Fruit%20Fall%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso?download=true,"Super Fruit Fall (Europe) (En,Fr,De,Es,It).iso","Super Fruit Fall (Europe) (En,Fr,De,Es,It).iso",,,,61 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Super%20Hind%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CFi%29.iso?download=true,"Super Hind (Europe) (En,Fr,De,Es,It,Fi).iso","Super Hind (Europe) (En,Fr,De,Es,It,Fi).iso",,,,412 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Super%20Pocket%20Tennis%20%28Europe%29.iso?download=true,Super Pocket Tennis (Europe).iso,Super Pocket Tennis (Europe).iso,,,,109 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Suzumiya%20Haruhi%20no%20Yakusoku%20%28Japan%29%20%28Super%20Premium%20Box%29.iso?download=true,Suzumiya Haruhi no Yakusoku (Japan) (Super Premium Box).iso,Suzumiya Haruhi no Yakusoku (Japan) (Super Premium Box).iso,,,,1.54 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Sweet%20Fuse%20-%20At%20Your%20Side%20%28USA%29.iso?download=true,Sweet Fuse - At Your Side (USA).iso,Sweet Fuse - At Your Side (USA).iso,,,,1.13 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/System%20Software%20Update%20Ver.%203.73%20%28Japan%29.iso?download=true,System Software Update Ver. 3.73 (Japan).iso,System Software Update Ver. 3.73 (Japan).iso,,,,109 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Taiheiyou%20no%20Arashi%20-%20Senkan%20Yamato%2C%20Akatsuki%20ni%20Shutsugeki%20Su%21%20%28Japan%29.iso?download=true,"Taiheiyou no Arashi - Senkan Yamato, Akatsuki ni Shutsugeki Su! (Japan).iso","Taiheiyou no Arashi - Senkan Yamato, Akatsuki ni Shutsugeki Su! (Japan).iso",,,,264 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Taikou%20Risshiden%20V%20%28Japan%29%20%28v1.01%29.iso?download=true,Taikou Risshiden V (Japan) (v1.01).iso,Taikou Risshiden V (Japan) (v1.01).iso,,,,305 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Taito%20Legends%20Power-Up%20%28USA%29.iso?download=true,Taito Legends Power-Up (USA).iso,Taito Legends Power-Up (USA).iso,,,,316 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tales%20of%20Rebirth%20%28Japan%29.iso?download=true,Tales of Rebirth (Japan).iso,Tales of Rebirth (Japan).iso,,,,1.64 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tales%20of%20the%20World%20-%20Radiant%20Mythology%20%28USA%29.iso?download=true,Tales of the World - Radiant Mythology (USA).iso,Tales of the World - Radiant Mythology (USA).iso,,,,440 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/TalkMan%20%28Europe%2C%20Australia%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%29.iso?download=true,"TalkMan (Europe, Australia) (En,Ja,Fr,De,Es,It).iso","TalkMan (Europe, Australia) (En,Ja,Fr,De,Es,It).iso",,,,1.80 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/TalkMan%20Travel%20-%20Kankoku%2C%20Taiwan%2C%20Chuugoku%20%28Shanghai%29%20Hen%20%28Japan%29.iso?download=true,"TalkMan Travel - Kankoku, Taiwan, Chuugoku (Shanghai) Hen (Japan).iso","TalkMan Travel - Kankoku, Taiwan, Chuugoku (Shanghai) Hen (Japan).iso",,,,113 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/TalkMan-shiki%20Shabelingual%20Eikaiwa%20for%20Kids%21%20%28Japan%29%20%28En%2CJa%29%20%28Microphone%20Doukonban%29.iso?download=true,"TalkMan-shiki Shabelingual Eikaiwa for Kids! (Japan) (En,Ja) (Microphone Doukonban).iso","TalkMan-shiki Shabelingual Eikaiwa for Kids! (Japan) (En,Ja) (Microphone Doukonban).iso",,,,327 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Te%20to%20Te%20Try%20On%21%20Tropical%20%28Japan%29.iso?download=true,Te to Te Try On! Tropical (Japan).iso,Te to Te Try On! Tropical (Japan).iso,,,,1.81 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tegami%20Bachi%20-%20Kokoro%20Tsumugu%20Mono%20e%20%28Japan%29.iso?download=true,Tegami Bachi - Kokoro Tsumugu Mono e (Japan).iso,Tegami Bachi - Kokoro Tsumugu Mono e (Japan).iso,,,,429 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tenchu%20-%20Shadow%20Assassins%20%28USA%29.iso?download=true,Tenchu - Shadow Assassins (USA).iso,Tenchu - Shadow Assassins (USA).iso,,,,814 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tenchu%20-%20Shinobi%20Taizen%20%28Japan%29.iso?download=true,Tenchu - Shinobi Taizen (Japan).iso,Tenchu - Shinobi Taizen (Japan).iso,,,,422 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tenchu%20-%20Time%20of%20the%20Assassins%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso?download=true,"Tenchu - Time of the Assassins (Europe) (En,Fr,De,Es,It).iso","Tenchu - Time of the Assassins (Europe) (En,Fr,De,Es,It).iso",,,,1.79 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tenchu%204%20%28Japan%29.iso?download=true,Tenchu 4 (Japan).iso,Tenchu 4 (Japan).iso,,,,827 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tenchu%204%20Plus%20%28Japan%29.iso?download=true,Tenchu 4 Plus (Japan).iso,Tenchu 4 Plus (Japan).iso,,,,866 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tengai%20Makyou%20-%20Daiyon%20no%20Mokushiroku%20%28Japan%29.iso?download=true,Tengai Makyou - Daiyon no Mokushiroku (Japan).iso,Tengai Makyou - Daiyon no Mokushiroku (Japan).iso,,,,1.32 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tenshin%20Ranman%20-%20Happy%20Go%20Lucky%21%21%20%28Japan%29.iso?download=true,Tenshin Ranman - Happy Go Lucky!! (Japan).iso,Tenshin Ranman - Happy Go Lucky!! (Japan).iso,,,,1.81 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Test%20Drive%20Unlimited%20%28USA%29.iso?download=true,Test Drive Unlimited (USA).iso,Test Drive Unlimited (USA).iso,,,,1.54 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/The_3rd_Birthday_PSP-VENOM.7z?download=true,The_3rd_Birthday_PSP-VENOM,The_3rd_Birthday_PSP-VENOM.7z,,,,1.23 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Thrillville%20%28USA%29.iso?download=true,Thrillville (USA).iso,Thrillville (USA).iso,,,,723 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Thrillville%20-%20Off%20the%20Rails%20%28USA%29.iso?download=true,Thrillville - Off the Rails (USA).iso,Thrillville - Off the Rails (USA).iso,,,,779 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiandi%20Zhi%20Men%20%28Asia%29.iso?download=true,Tiandi Zhi Men (Asia).iso,Tiandi Zhi Men (Asia).iso,,,,1.03 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20%26%20Bunny%20-%20Hero%27s%20Day%20%28Japan%29.iso?download=true,Tiger & Bunny - Hero's Day (Japan).iso,Tiger & Bunny - Hero's Day (Japan).iso,,,,863 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20%26%20Bunny%20-%20On-Air%20Jack%21%20%28Japan%29.iso?download=true,Tiger & Bunny - On-Air Jack! (Japan).iso,Tiger & Bunny - On-Air Jack! (Japan).iso,,,,677 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20Woods%20PGA%20Tour%20%28USA%29.iso?download=true,Tiger Woods PGA Tour (USA).iso,Tiger Woods PGA Tour (USA).iso,,,,1.81 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20Woods%20PGA%20Tour%2006%20%28USA%29.iso?download=true,Tiger Woods PGA Tour 06 (USA).iso,Tiger Woods PGA Tour 06 (USA).iso,,,,1.30 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20Woods%20PGA%20Tour%2007%20%28USA%29.iso?download=true,Tiger Woods PGA Tour 07 (USA).iso,Tiger Woods PGA Tour 07 (USA).iso,,,,1.26 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20Woods%20PGA%20Tour%2008%20%28USA%29.iso?download=true,Tiger Woods PGA Tour 08 (USA).iso,Tiger Woods PGA Tour 08 (USA).iso,,,,1.35 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20Woods%20PGA%20Tour%2009%20%28USA%29.iso?download=true,Tiger Woods PGA Tour 09 (USA).iso,Tiger Woods PGA Tour 09 (USA).iso,,,,1.62 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tiger%20Woods%20PGA%20Tour%2010%20%28USA%29.iso?download=true,Tiger Woods PGA Tour 10 (USA).iso,Tiger Woods PGA Tour 10 (USA).iso,,,,1.47 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Time%20Travelers%20%28Japan%29.iso?download=true,Time Travelers (Japan).iso,Time Travelers (Japan).iso,,,,1.18 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Tir-na-Nog%20-%20Yuukyuu%20no%20Jin%20%28Japan%29.iso?download=true,Tir-na-Nog - Yuukyuu no Jin (Japan).iso,Tir-na-Nog - Yuukyuu no Jin (Japan).iso,,,,425 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/TMNT%20%28USA%29.iso?download=true,TMNT (USA).iso,TMNT (USA).iso,,,,953 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/TNA%20Impact%21%20Cross%20the%20Line%20%28USA%29%20%28En%2CFr%29.iso?download=true,"TNA Impact! Cross the Line (USA) (En,Fr).iso","TNA Impact! Cross the Line (USA) (En,Fr).iso",,,,1.14 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/To%20Love%20Ru%20-%20Doki%20Doki%21%20Rinkai%20Gakkou%20Hen%20%28Japan%29.iso?download=true,To Love Ru - Doki Doki! Rinkai Gakkou Hen (Japan).iso,To Love Ru - Doki Doki! Rinkai Gakkou Hen (Japan).iso,,,,835 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Toaru%20Kagaku%20no%20Railgun%20%28Japan%29.iso?download=true,Toaru Kagaku no Railgun (Japan).iso,Toaru Kagaku no Railgun (Japan).iso,,,,1.24 GB
