name,link,size
Dia no Kuni no Alice - Wonderful Mirror World (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dia%20no%20Kuni%20no%20Alice%20-%20Wonderful%20Mirror%20World%20%28Japan%29/Dia%20no%20Kuni%20no%20Alice%20-%20Wonderful%20Mirror%20World%20%28Japan%29.iso,1.53 GB
Dia no Kuni no Alice - Wonderful Wonder World (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dia%20no%20Kuni%20no%20Alice%20-%20Wonderful%20Wonder%20World%20%28Japan%29/Dia%20no%20Kuni%20no%20Alice%20-%20Wonderful%20Wonder%20World%20%28Japan%29.iso,1.45 GB
"Diabolik - The Original Sin (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Diabolik%20-%20The%20Original%20Sin%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Diabolik%20-%20The%20Original%20Sin%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.53 GB
Diabolik Lovers - Haunted Dark Bridal (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Diabolik%20Lovers%20-%20Haunted%20Dark%20Bridal%20%28Japan%29/Diabolik%20Lovers%20-%20Haunted%20Dark%20Bridal%20%28Japan%29.iso,1.11 GB
"Diabolik Lovers - More, Blood (Japan).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Diabolik%20Lovers%20-%20More%2C%20Blood%20%28Japan%29/Diabolik%20Lovers%20-%20More%2C%20Blood%20%28Japan%29.iso,1.68 GB
Dice Dice Fantasia (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dice%20Dice%20Fantasia%20%28Japan%29/Dice%20Dice%20Fantasia%20%28Japan%29.iso,179.75 MB
Dies Irae - Amantes Amentes (Japan) (Disc 1).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dies%20Irae%20-%20Amantes%20Amentes%20%28Japan%29%20%28Disc%201%29/Dies%20Irae%20-%20Amantes%20Amentes%20%28Japan%29%20%28Disc%201%29.iso,1.58 GB
Dies Irae - Amantes Amentes (Japan) (Disc 2).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dies%20Irae%20-%20Amantes%20Amentes%20%28Japan%29%20%28Disc%202%29/Dies%20Irae%20-%20Amantes%20Amentes%20%28Japan%29%20%28Disc%202%29.iso,552.50 MB
Digimon Adventure (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Digimon%20Adventure%20%28Japan%29/Digimon%20Adventure%20%28Japan%29.iso,1.56 GB
Digimon World Re-Digitize (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Digimon%20World%20Re-Digitize%20%28Japan%29/Digimon%20World%20Re-Digitize%20%28Japan%29.iso,1010.94 MB
"Diner Dash (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Diner%20Dash%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Diner%20Dash%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,130.91 MB
Diner Dash - Sizzle & Serve (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Diner%20Dash%20-%20Sizzle%20%26%20Serve%20%28USA%29/Diner%20Dash%20-%20Sizzle%20%26%20Serve%20%28USA%29.iso,131.16 MB
"Dirt 2 (USA) (En,Fr,Es).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dirt%202%20%28USA%29%20%28En%2CFr%2CEs%29/Dirt%202%20%28USA%29%20%28En%2CFr%2CEs%29.iso,348.12 MB
Disgaea - Afternoon of Darkness (Asia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20-%20Afternoon%20of%20Darkness%20%28Asia%29/Disgaea%20-%20Afternoon%20of%20Darkness%20%28Asia%29.iso,924.88 MB
Disgaea - Afternoon of Darkness (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20-%20Afternoon%20of%20Darkness%20%28Europe%29/Disgaea%20-%20Afternoon%20of%20Darkness%20%28Europe%29.iso,924.97 MB
Disgaea - Afternoon of Darkness (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20-%20Afternoon%20of%20Darkness%20%28USA%29/Disgaea%20-%20Afternoon%20of%20Darkness%20%28USA%29.iso,924.88 MB
Disgaea 2 - Dark Hero Days (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%202%20-%20Dark%20Hero%20Days%20%28Europe%29/Disgaea%202%20-%20Dark%20Hero%20Days%20%28Europe%29.iso,757.09 MB
Disgaea 2 - Dark Hero Days (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%202%20-%20Dark%20Hero%20Days%20%28USA%29/Disgaea%202%20-%20Dark%20Hero%20Days%20%28USA%29.iso,757.09 MB
Disgaea Infinite (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20Infinite%20%28Japan%29/Disgaea%20Infinite%20%28Japan%29.iso,210.66 MB
Disgaea Infinite (USA) (Beta) (2010-02-09).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20Infinite%20%28USA%29%20%28Beta%29%20%282010-02-09%29/Disgaea%20Infinite%20%28USA%29%20%28Beta%29%20%282010-02-09%29.iso,267.31 MB
Disgaea Infinite (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20Infinite%20%28USA%29/Disgaea%20Infinite%20%28USA%29.iso,267.31 MB
"Disgaea Portable (Korea) (Zh,Ko).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disgaea%20Portable%20%28Korea%29%20%28Zh%2CKo%29/Disgaea%20Portable%20%28Korea%29%20%28Zh%2CKo%29.iso,1.48 GB
"Disney G-Force (Europe) (De,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20G-Force%20%28Europe%29%20%28De%2CIt%29/Disney%20G-Force%20%28Europe%29%20%28De%2CIt%29.iso,1.11 GB
"Disney G-Force (Europe) (En,Fr,Es,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20G-Force%20%28Europe%29%20%28En%2CFr%2CEs%2CNl%29/Disney%20G-Force%20%28Europe%29%20%28En%2CFr%2CEs%2CNl%29.iso,1.22 GB
Disney G-Force (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20G-Force%20%28Russia%29/Disney%20G-Force%20%28Russia%29.iso,1.16 GB
"Disney G-Force (USA) (En,Fr,Es).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20G-Force%20%28USA%29%20%28En%2CFr%2CEs%29/Disney%20G-Force%20%28USA%29%20%28En%2CFr%2CEs%29.iso,1.15 GB
"Disney Phineas and Ferb - Across the 2nd Dimension (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl,Ru,El).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Phineas%20and%20Ferb%20-%20Across%20the%202nd%20Dimension%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CPl%2CRu%2CEl%29/Disney%20Phineas%20and%20Ferb%20-%20Across%20the%202nd%20Dimension%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CPl%2CRu%2CEl%29.iso,1.12 GB
"Disney Pirates of the Caribbean - At World's End (Europe) (En,Fr,De,Es,It,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Pirates%20of%20the%20Caribbean%20-%20At%20World%27s%20End%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29/Disney%20Pirates%20of%20the%20Caribbean%20-%20At%20World%27s%20End%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.iso,1.67 GB
Disney Pirates of the Caribbean - At World's End (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Pirates%20of%20the%20Caribbean%20-%20At%20World%27s%20End%20%28Russia%29/Disney%20Pirates%20of%20the%20Caribbean%20-%20At%20World%27s%20End%20%28Russia%29.iso,687.84 MB
Disney Pirates of the Caribbean - At World's End (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Pirates%20of%20the%20Caribbean%20-%20At%20World%27s%20End%20%28USA%29.iso,705.16 MB
"Disney Tron - Evolution (Europe) (En,Fr,De,Es,It,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Tron%20-%20Evolution%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29/Disney%20Tron%20-%20Evolution%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.iso,293.00 MB
Disney Tron - Evolution (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Tron%20-%20Evolution%20%28Russia%29/Disney%20Tron%20-%20Evolution%20%28Russia%29.iso,265.75 MB
"Disney Tron - Evolution (USA) (En,Fr,Es).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney%20Tron%20-%20Evolution%20%28USA%29%20%28En%2CFr%2CEs%29/Disney%20Tron%20-%20Evolution%20%28USA%29%20%28En%2CFr%2CEs%29.iso,279.34 MB
Disney-Pixar Cars (Denmark).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Denmark%29/Disney-Pixar%20Cars%20%28Denmark%29.iso,864.38 MB
Disney-Pixar Cars (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Europe%29/Disney-Pixar%20Cars%20%28Europe%29.iso,864.38 MB
Disney-Pixar Cars (Finland).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Finland%29/Disney-Pixar%20Cars%20%28Finland%29.iso,864.38 MB
Disney-Pixar Cars (France).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28France%29/Disney-Pixar%20Cars%20%28France%29.iso,864.38 MB
Disney-Pixar Cars (Germany).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Germany%29/Disney-Pixar%20Cars%20%28Germany%29.iso,864.38 MB
Disney-Pixar Cars (Italy).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Italy%29/Disney-Pixar%20Cars%20%28Italy%29.iso,864.38 MB
Disney-Pixar Cars (Netherlands).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Netherlands%29/Disney-Pixar%20Cars%20%28Netherlands%29.iso,864.38 MB
Disney-Pixar Cars (Norway).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Norway%29/Disney-Pixar%20Cars%20%28Norway%29.iso,864.38 MB
Disney-Pixar Cars (Portugal).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Portugal%29/Disney-Pixar%20Cars%20%28Portugal%29.iso,864.38 MB
Disney-Pixar Cars (Spain).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Spain%29/Disney-Pixar%20Cars%20%28Spain%29.iso,864.38 MB
Disney-Pixar Cars (Sweden).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28Sweden%29/Disney-Pixar%20Cars%20%28Sweden%29.iso,864.38 MB
Disney-Pixar Cars (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20%28USA%29/Disney-Pixar%20Cars%20%28USA%29.iso,864.38 MB
"Disney-Pixar Cars - Race-O-Rama (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20-%20Race-O-Rama%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Disney-Pixar%20Cars%20-%20Race-O-Rama%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,864.34 MB
Disney-Pixar Cars - Race-O-Rama (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%20-%20Race-O-Rama%20%28USA%29/Disney-Pixar%20Cars%20-%20Race-O-Rama%20%28USA%29.iso,864.34 MB
"Disney-Pixar Cars 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl,Ru).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CPl%2CRu%29/Disney-Pixar%20Cars%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CPl%2CRu%29.iso,697.34 MB
Disney-Pixar Cars 2 (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Cars%202%20%28USA%29/Disney-Pixar%20Cars%202%20%28USA%29.iso,698.47 MB
Disney-Pixar Istoriya igrushek - Bol'shoj pobeg (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Istoriya%20igrushek%20-%20Bol%27shoj%20pobeg%20%28Russia%29/Disney-Pixar%20Istoriya%20igrushek%20-%20Bol%27shoj%20pobeg%20%28Russia%29.iso,864.06 MB
Disney-Pixar Oben (Germany).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Oben%20%28Germany%29/Disney-Pixar%20Oben%20%28Germany%29.iso,501.41 MB
Disney-Pixar Psila ston Ourano (Greece).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Psila%20ston%20Ourano%20%28Greece%29/Disney-Pixar%20Psila%20ston%20Ourano%20%28Greece%29.iso,501.56 MB
Disney-Pixar Ratatouille (Denmark).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Denmark%29/Disney-Pixar%20Ratatouille%20%28Denmark%29.iso,864.38 MB
Disney-Pixar Ratatouille (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Europe%29.iso,864.38 MB
Disney-Pixar Ratatouille (France).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28France%29/Disney-Pixar%20Ratatouille%20%28France%29.iso,864.38 MB
Disney-Pixar Ratatouille (Germany).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Germany%29.iso,864.38 MB
Disney-Pixar Ratatouille (Greece).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Greece%29.iso,864.38 MB
Disney-Pixar Ratatouille (Italy).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Italy%29/Disney-Pixar%20Ratatouille%20%28Italy%29.iso,864.38 MB
Disney-Pixar Ratatouille (Netherlands).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Netherlands%29/Disney-Pixar%20Ratatouille%20%28Netherlands%29.iso,864.38 MB
Disney-Pixar Ratatouille (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Russia%29/Disney-Pixar%20Ratatouille%20%28Russia%29.iso,864.38 MB
Disney-Pixar Ratatouille (Spain).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Spain%29/Disney-Pixar%20Ratatouille%20%28Spain%29.iso,864.38 MB
Disney-Pixar Ratatouille (Sweden).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28Sweden%29/Disney-Pixar%20Ratatouille%20%28Sweden%29.iso,864.38 MB
Disney-Pixar Ratatouille (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatouille%20%28USA%29/Disney-Pixar%20Ratatouille%20%28USA%29.iso,864.38 MB
Disney-Pixar Ratatui (Portugal).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Ratatui%20%28Portugal%29/Disney-Pixar%20Ratatui%20%28Portugal%29.iso,864.38 MB
Disney-Pixar Rottatouille (Norway).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Rottatouille%20%28Norway%29/Disney-Pixar%20Rottatouille%20%28Norway%29.iso,864.38 MB
"Disney-Pixar Toy Story 3 (Europe) (En,Es) (v1.01).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Toy%20Story%203%20%28Europe%29%20%28En%2CEs%29%20%28v1.01%29/Disney-Pixar%20Toy%20Story%203%20%28Europe%29%20%28En%2CEs%29%20%28v1.01%29.iso,863.59 MB
"Disney-Pixar Toy Story 3 (Europe) (En,Es) (v2.00).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Toy%20Story%203%20%28Europe%29%20%28En%2CEs%29%20%28v2.00%29/Disney-Pixar%20Toy%20Story%203%20%28Europe%29%20%28En%2CEs%29%20%28v2.00%29.iso,863.59 MB
"Disney-Pixar Toy Story 3 (Europe) (Fr,De,It,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Toy%20Story%203%20%28Europe%29%20%28Fr%2CDe%2CIt%2CNl%29/Disney-Pixar%20Toy%20Story%203%20%28Europe%29%20%28Fr%2CDe%2CIt%2CNl%29.iso,863.88 MB
"Disney-Pixar Toy Story 3 (USA) (En,Fr,Es).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Toy%20Story%203%20%28USA%29%20%28En%2CFr%2CEs%29/Disney-Pixar%20Toy%20Story%203%20%28USA%29%20%28En%2CFr%2CEs%29.iso,863.84 MB
"Disney-Pixar Up (Europe) (En,Fr).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28Europe%29%20%28En%2CFr%29/Disney-Pixar%20Up%20%28Europe%29%20%28En%2CFr%29.iso,529.78 MB
"Disney-Pixar Up (Europe) (Fr,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28Europe%29%20%28Fr%2CNl%29.iso,640.38 MB
Disney-Pixar Up (Italy).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28Italy%29.iso,501.44 MB
Disney-Pixar Up (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28Korea%29/Disney-Pixar%20Up%20%28Korea%29.iso,530.50 MB
Disney-Pixar Up (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28Russia%29/Disney-Pixar%20Up%20%28Russia%29.iso,501.41 MB
Disney-Pixar Up (Spain).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28Spain%29/Disney-Pixar%20Up%20%28Spain%29.iso,501.56 MB
Disney-Pixar Up (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20%28USA%29/Disney-Pixar%20Up%20%28USA%29.iso,530.50 MB
Disney-Pixar Up - Altamente! (Portugal).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20Up%20-%20Altamente%21%20%28Portugal%29/Disney-Pixar%20Up%20-%20Altamente%21%20%28Portugal%29.iso,506.78 MB
Disney-Pixar WALL-E (Asia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Asia%29/Disney-Pixar%20WALL-E%20%28Asia%29.iso,732.03 MB
"Disney-Pixar WALL-E (Europe) (Es,Pt).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Europe%29%20%28Es%2CPt%29/Disney-Pixar%20WALL-E%20%28Europe%29%20%28Es%2CPt%29.iso,742.62 MB
"Disney-Pixar WALL-E (Europe) (Fr,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Europe%29%20%28Fr%2CNl%29/Disney-Pixar%20WALL-E%20%28Europe%29%20%28Fr%2CNl%29.iso,740.12 MB
"Disney-Pixar WALL-E (Europe) (No,Da).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Europe%29%20%28No%2CDa%29/Disney-Pixar%20WALL-E%20%28Europe%29%20%28No%2CDa%29.iso,740.72 MB
Disney-Pixar WALL-E (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Europe%29/Disney-Pixar%20WALL-E%20%28Europe%29.iso,599.00 MB
Disney-Pixar WALL-E (Italy).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Italy%29/Disney-Pixar%20WALL-E%20%28Italy%29.iso,603.25 MB
Disney-Pixar WALL-E (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Russia%29/Disney-Pixar%20WALL-E%20%28Russia%29.iso,611.12 MB
Disney-Pixar WALL-E (Sweden).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28Sweden%29/Disney-Pixar%20WALL-E%20%28Sweden%29.iso,737.38 MB
"Disney-Pixar WALL-E (United Arab Emirates) (En,Ar).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28United%20Arab%20Emirates%29%20%28En%2CAr%29/Disney-Pixar%20WALL-E%20%28United%20Arab%20Emirates%29%20%28En%2CAr%29.iso,826.81 MB
Disney-Pixar WALL-E (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20%28USA%29/Disney-Pixar%20WALL-E%20%28USA%29.iso,732.03 MB
Disney-Pixar WALL-E - Der Letzte raeumt die Erde auf (Germany).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Disney-Pixar%20WALL-E%20-%20Der%20Letzte%20raeumt%20die%20Erde%20auf%20%28Germany%29/Disney-Pixar%20WALL-E%20-%20Der%20Letzte%20raeumt%20die%20Erde%20auf%20%28Germany%29.iso,609.62 MB
"Dissidia 012 - Duodecim Final Fantasy (Asia) (En,Zh,Ko).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28Asia%29%20%28En%2CZh%2CKo%29/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28Asia%29%20%28En%2CZh%2CKo%29.iso,1.63 GB
"Dissidia 012 - Duodecim Final Fantasy (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.63 GB
Dissidia 012 - Duodecim Final Fantasy (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28Japan%29/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28Japan%29.iso,1.65 GB
"Dissidia 012 - Duodecim Final Fantasy (USA) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Dissidia%20012%20-%20Duodecim%20Final%20Fantasy%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.63 GB
Dissidia Final Fantasy (Asia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20%28Asia%29/Dissidia%20Final%20Fantasy%20%28Asia%29.iso,1.53 GB
"Dissidia Final Fantasy (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Dissidia%20Final%20Fantasy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.57 GB
Dissidia Final Fantasy (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20%28Japan%29/Dissidia%20Final%20Fantasy%20%28Japan%29.iso,1.51 GB
Dissidia Final Fantasy (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20%28Korea%29/Dissidia%20Final%20Fantasy%20%28Korea%29.iso,1.51 GB
Dissidia Final Fantasy (Russia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20%28Russia%29/Dissidia%20Final%20Fantasy%20%28Russia%29.iso,1.52 GB
Dissidia Final Fantasy (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20%28USA%29/Dissidia%20Final%20Fantasy%20%28USA%29.iso,1.53 GB
Dissidia Final Fantasy - Universal Tuning (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dissidia%20Final%20Fantasy%20-%20Universal%20Tuning%20%28Japan%29/Dissidia%20Final%20Fantasy%20-%20Universal%20Tuning%20%28Japan%29.iso,1.56 GB
